covariate_id,covariate_name,covariate_analysis_id,analysis_id,database_id
317002204,condition_era during day -30 through 0 days relative to index: Low blood pressure,204,1,TMU_CRD
317003204,condition_era during day -30 through 0 days relative to index: Compression of vein,204,1,TMU_CRD
317009204,condition_era during day -30 through 0 days relative to index: Asthma,204,1,TMU_CRD
317248204,condition_era during day -30 through 0 days relative to index: Disorder of hematopoietic structure,204,1,TMU_CRD
317302204,condition_era during day -30 through 0 days relative to index: Sinus node dysfunction,204,1,TMU_CRD
373425204,condition_era during day -30 through 0 days relative to index: Secondary malignant neoplasm of nervous system,204,1,TMU_CRD
373449204,condition_era during day -30 through 0 days relative to index: Drug-induced delirium,204,1,TMU_CRD
196456204,condition_era during day -30 through 0 days relative to index: Gallstone,204,1,TMU_CRD
196468204,condition_era during day -30 through 0 days relative to index: Acute salpingo-oophoritis,204,1,TMU_CRD
196523204,condition_era during day -30 through 0 days relative to index: Diarrhea,204,1,TMU_CRD
196569204,condition_era during day -30 through 0 days relative to index: Contusion of abdominal wall,204,1,TMU_CRD
261687204,condition_era during day -30 through 0 days relative to index: Hemoptysis,204,1,TMU_CRD
261889204,condition_era during day -30 through 0 days relative to index: Simple chronic bronchitis,204,1,TMU_CRD
312327204,condition_era during day -30 through 0 days relative to index: Acute myocardial infarction,204,1,TMU_CRD
312349204,condition_era during day -30 through 0 days relative to index: Venous varices,204,1,TMU_CRD
312358204,condition_era during day -30 through 0 days relative to index: Chronic glomerulonephritis,204,1,TMU_CRD
254443204,condition_era during day -30 through 0 days relative to index: Sj+¦gren's syndrome,204,1,TMU_CRD
254591204,condition_era during day -30 through 0 days relative to index: Secondary malignant neoplasm of lung,204,1,TMU_CRD
254761204,condition_era during day -30 through 0 days relative to index: Cough,204,1,TMU_CRD
255334204,condition_era during day -30 through 0 days relative to index: Collagen disease,204,1,TMU_CRD
196925204,condition_era during day -30 through 0 days relative to index: Secondary malignant neoplasm of retroperitoneum and peritoneum,204,1,TMU_CRD
197033204,condition_era during day -30 through 0 days relative to index: Endometriosis of pelvic peritoneum,204,1,TMU_CRD
375239204,condition_era during day -30 through 0 days relative to index: Degenerative brain disorder,204,1,TMU_CRD
257628204,condition_era during day -30 through 0 days relative to index: Systemic lupus erythematosus,204,1,TMU_CRD
373474204,condition_era during day -30 through 0 days relative to index: Diplopia,204,1,TMU_CRD
373478204,condition_era during day -30 through 0 days relative to index: Presbyopia,204,1,TMU_CRD
373487204,condition_era during day -30 through 0 days relative to index: Ischemic optic neuropathy,204,1,TMU_CRD
198082204,condition_era during day -30 through 0 days relative to index: Overlapping malignant neoplasm of body of uterus,204,1,TMU_CRD
198108204,condition_era during day -30 through 0 days relative to index: Benign neoplasm of fallopian tubes and uterine ligaments,204,1,TMU_CRD
198124204,condition_era during day -30 through 0 days relative to index: Kidney disease,204,1,TMU_CRD
318784204,condition_era during day -30 through 0 days relative to index: Varicose veins of lower extremity with ulcer,204,1,TMU_CRD
318800204,condition_era during day -30 through 0 days relative to index: Gastroesophageal reflux disease,204,1,TMU_CRD
319034204,condition_era during day -30 through 0 days relative to index: Hypertensive heart disease without congestive heart failure,204,1,TMU_CRD
319049204,condition_era during day -30 through 0 days relative to index: Acute respiratory failure,204,1,TMU_CRD
373724204,condition_era during day -30 through 0 days relative to index: Neoplasm of brain,204,1,TMU_CRD
80141204,condition_era during day -30 through 0 days relative to index: Functional diarrhea,204,1,TMU_CRD
80180204,condition_era during day -30 through 0 days relative to index: Osteoarthritis,204,1,TMU_CRD
80189204,condition_era during day -30 through 0 days relative to index: Displacement of lumbar intervertebral disc without myelopathy,204,1,TMU_CRD
257905204,condition_era during day -30 through 0 days relative to index: Mucopurulent chronic bronchitis,204,1,TMU_CRD
258458204,condition_era during day -30 through 0 days relative to index: Bacterial pleurisy with effusion,204,1,TMU_CRD
376683204,condition_era during day -30 through 0 days relative to index: Nonproliferative retinopathy due to diabetes mellitus,204,1,TMU_CRD
376647204,condition_era during day -30 through 0 days relative to index: Primary malignant neoplasm of soft tissues,204,1,TMU_CRD
376686204,condition_era during day -30 through 0 days relative to index: Polyneuropathy associated with another disorder,204,1,TMU_CRD
376707204,condition_era during day -30 through 0 days relative to index: Acute conjunctivitis,204,1,TMU_CRD
315505204,condition_era during day -30 through 0 days relative to index: Benign neoplasm of lymph node,204,1,TMU_CRD
315558204,condition_era during day -30 through 0 days relative to index: Atherosclerosis of arteries of the extremities,204,1,TMU_CRD
260123204,condition_era during day -30 through 0 days relative to index: Acute sinusitis,204,1,TMU_CRD
260139204,condition_era during day -30 through 0 days relative to index: Acute bronchitis,204,1,TMU_CRD
260427204,condition_era during day -30 through 0 days relative to index: Common cold,204,1,TMU_CRD
261236204,"condition_era during day -30 through 0 days relative to index: Primary malignant neoplasm of upper lobe, bronchus or lung",204,1,TMU_CRD
261255204,condition_era during day -30 through 0 days relative to index: Benign neoplasm of bronchus and lung,204,1,TMU_CRD
373785204,condition_era during day -30 through 0 days relative to index: Disorder of lens,204,1,TMU_CRD
373995204,condition_era during day -30 through 0 days relative to index: Delirium,204,1,TMU_CRD
374009204,condition_era during day -30 through 0 days relative to index: Organic mental disorder,204,1,TMU_CRD
374013204,condition_era during day -30 through 0 days relative to index: Secondary parkinsonism,204,1,TMU_CRD
374028204,condition_era during day -30 through 0 days relative to index: Age related macular degeneration,204,1,TMU_CRD
374034204,condition_era during day -30 through 0 days relative to index: Visual disturbance,204,1,TMU_CRD
374036204,condition_era during day -30 through 0 days relative to index: Chronic conjunctivitis,204,1,TMU_CRD
374055204,condition_era during day -30 through 0 days relative to index: Basilar artery syndrome,204,1,TMU_CRD
138102204,condition_era during day -30 through 0 days relative to index: Benign neoplasm of skin,204,1,TMU_CRD
138113204,condition_era during day -30 through 0 days relative to index: Cyst of thyroid,204,1,TMU_CRD
138176204,condition_era during day -30 through 0 days relative to index: Acute gingivitis,204,1,TMU_CRD
315830204,condition_era during day -30 through 0 days relative to index: Prinzmetal angina,204,1,TMU_CRD
315832204,condition_era during day -30 through 0 days relative to index: Angina decubitus,204,1,TMU_CRD
316127204,condition_era during day -30 through 0 days relative to index: Vitreous opacities,204,1,TMU_CRD
316139204,condition_era during day -30 through 0 days relative to index: Heart failure,204,1,TMU_CRD
316211204,condition_era during day -30 through 0 days relative to index: Acquired spondylolisthesis,204,1,TMU_CRD
316437204,condition_era during day -30 through 0 days relative to index: Cerebral atherosclerosis,204,1,TMU_CRD
316814204,condition_era during day -30 through 0 days relative to index: Hyperventilation,204,1,TMU_CRD
379769204,condition_era during day -30 through 0 days relative to index: Benign neoplasm of brain,204,1,TMU_CRD
379805204,condition_era during day -30 through 0 days relative to index: Myopia,204,1,TMU_CRD
379806204,condition_era during day -30 through 0 days relative to index: Migraine variants,204,1,TMU_CRD
377272204,condition_era during day -30 through 0 days relative to index: Secondary vitreoretinal degeneration,204,1,TMU_CRD
377286204,condition_era during day -30 through 0 days relative to index: Visual field defect,204,1,TMU_CRD
317576204,condition_era during day -30 through 0 days relative to index: Coronary arteriosclerosis,204,1,TMU_CRD
317585204,condition_era during day -30 through 0 days relative to index: Aortic aneurysm,204,1,TMU_CRD
317893204,condition_era during day -30 through 0 days relative to index: Paroxysmal supraventricular tachycardia,204,1,TMU_CRD
317898204,condition_era during day -30 through 0 days relative to index: Malignant essential hypertension,204,1,TMU_CRD
318096204,condition_era during day -30 through 0 days relative to index: Secondary malignant neoplasm of lymph node,204,1,TMU_CRD
318222204,condition_era during day -30 through 0 days relative to index: Acute lymphadenitis,204,1,TMU_CRD
253717204,condition_era during day -30 through 0 days relative to index: Secondary malignant neoplasm of respiratory tract,204,1,TMU_CRD
254061204,condition_era during day -30 through 0 days relative to index: Pleural effusion,204,1,TMU_CRD
254361204,condition_era during day -30 through 0 days relative to index: Disorder of visual pathways associated with vascular disorder,204,1,TMU_CRD
254387204,condition_era during day -30 through 0 days relative to index: Upper respiratory tract hypersensitivity reaction,204,1,TMU_CRD
254390204,condition_era during day -30 through 0 days relative to index: Neoplastic pleural effusion,204,1,TMU_CRD
375415204,condition_era during day -30 through 0 days relative to index: Injury of head,204,1,TMU_CRD
312437204,condition_era during day -30 through 0 days relative to index: Dyspnea,204,1,TMU_CRD
77630204,condition_era during day -30 through 0 days relative to index: Disorder of shoulder,204,1,TMU_CRD
77635204,condition_era during day -30 through 0 days relative to index: Disorder of hand,204,1,TMU_CRD
77638204,condition_era during day -30 through 0 days relative to index: Displacement of intervertebral disc without myelopathy,204,1,TMU_CRD
77644204,condition_era during day -30 through 0 days relative to index: Adhesive capsulitis of shoulder,204,1,TMU_CRD
77670204,condition_era during day -30 through 0 days relative to index: Chest pain,204,1,TMU_CRD
432461204,condition_era during day -30 through 0 days relative to index: Closed fracture of shaft of clavicle,204,1,TMU_CRD
141825204,condition_era during day -30 through 0 days relative to index: Simple goiter,204,1,TMU_CRD
141932204,condition_era during day -30 through 0 days relative to index: Senile hyperkeratosis,204,1,TMU_CRD
141933204,condition_era during day -30 through 0 days relative to index: Alopecia areata,204,1,TMU_CRD
141941204,condition_era during day -30 through 0 days relative to index: Cervical spondylosis without myelopathy,204,1,TMU_CRD
318736204,condition_era during day -30 through 0 days relative to index: Migraine,204,1,TMU_CRD
318776204,condition_era during day -30 through 0 days relative to index: Rheumatic mitral regurgitation,204,1,TMU_CRD
380661204,condition_era during day -30 through 0 days relative to index: Primary malignant neoplasm of cerebrum,204,1,TMU_CRD
380688204,condition_era during day -30 through 0 days relative to index: Hypoglycemic coma,204,1,TMU_CRD
318712204,condition_era during day -30 through 0 days relative to index: Peripheral circulatory disorder due to type 1 diabetes mellitus,204,1,TMU_CRD
432582204,condition_era during day -30 through 0 days relative to index: Neoplastic disease of uncertain behavior,204,1,TMU_CRD
432586204,condition_era during day -30 through 0 days relative to index: Mental disorder,204,1,TMU_CRD
432588204,condition_era during day -30 through 0 days relative to index: Megaloblastic anemia due to vitamin B>12< deficiency,204,1,TMU_CRD
312648204,condition_era during day -30 through 0 days relative to index: Benign essential hypertension,204,1,TMU_CRD
312950204,condition_era during day -30 through 0 days relative to index: IgE-mediated allergic asthma,204,1,TMU_CRD
313217204,condition_era during day -30 through 0 days relative to index: Atrial fibrillation,204,1,TMU_CRD
313224204,condition_era during day -30 through 0 days relative to index: Anomalous atrioventricular excitation,204,1,TMU_CRD
377889204,condition_era during day -30 through 0 days relative to index: Hearing loss,204,1,TMU_CRD
80482204,condition_era during day -30 through 0 days relative to index: Suppurative arthritis,204,1,TMU_CRD
80492204,condition_era during day -30 through 0 days relative to index: Contracture of knee joint,204,1,TMU_CRD
433143204,condition_era during day -30 through 0 days relative to index: Primary malignant neoplasm of appendix,204,1,TMU_CRD
433149204,condition_era during day -30 through 0 days relative to index: Primary malignant neoplasm of cerebellum,204,1,TMU_CRD
193983204,condition_era during day -30 through 0 days relative to index: Disorder of pancreatic internal secretion,204,1,TMU_CRD
432590204,condition_era during day -30 through 0 days relative to index: Delusional disorder,204,1,TMU_CRD
432596204,condition_era during day -30 through 0 days relative to index: Immune defect,204,1,TMU_CRD
192667204,condition_era during day -30 through 0 days relative to index: Atrophic gastritis,204,1,TMU_CRD
192671204,condition_era during day -30 through 0 days relative to index: Gastrointestinal hemorrhage,204,1,TMU_CRD
435933204,condition_era during day -30 through 0 days relative to index: Closed fracture of lumbar vertebra without spinal cord injury,204,1,TMU_CRD
432612204,condition_era during day -30 through 0 days relative to index: Mild intellectual disability,204,1,TMU_CRD
435993204,condition_era during day -30 through 0 days relative to index: Foreign body in conjunctival sac,204,1,TMU_CRD
378001204,condition_era during day -30 through 0 days relative to index: Concussion with no loss of consciousness,204,1,TMU_CRD
319826204,condition_era during day -30 through 0 days relative to index: Secondary hypertension,204,1,TMU_CRD
319835204,condition_era during day -30 through 0 days relative to index: Congestive heart failure,204,1,TMU_CRD
319843204,condition_era during day -30 through 0 days relative to index: Mitral valve disorder,204,1,TMU_CRD
319844204,condition_era during day -30 through 0 days relative to index: Acute ischemic heart disease,204,1,TMU_CRD
320128204,condition_era during day -30 through 0 days relative to index: Essential hypertension,204,1,TMU_CRD
320136204,condition_era during day -30 through 0 days relative to index: Disorder of respiratory system,204,1,TMU_CRD
320416204,condition_era during day -30 through 0 days relative to index: Diseases of mitral and aortic valves,204,1,TMU_CRD
320420204,condition_era during day -30 through 0 days relative to index: Vitreous degeneration,204,1,TMU_CRD
320752204,condition_era during day -30 through 0 days relative to index: Influenza with non-respiratory manifestation,204,1,TMU_CRD
321041204,condition_era during day -30 through 0 days relative to index: Mitral stenosis and aortic insufficiency,204,1,TMU_CRD
321042204,condition_era during day -30 through 0 days relative to index: Cardiac arrest,204,1,TMU_CRD
381035204,condition_era during day -30 through 0 days relative to index: Vertigo of central origin,204,1,TMU_CRD
35604767403,drug_era during day -180 through 0 days relative to index: methylephedrine,403,1,TMU_CRD
19062817403,drug_era during day -180 through 0 days relative to index: riboflavin,403,1,TMU_CRD
1309068403,drug_era during day -180 through 0 days relative to index: minoxidil,403,1,TMU_CRD
948856403,drug_era during day -180 through 0 days relative to index: polyvinyl alcohol,403,1,TMU_CRD
933724403,drug_era during day -180 through 0 days relative to index: phenazopyridine,403,1,TMU_CRD
19019029403,drug_era during day -180 through 0 days relative to index: nifuratel,403,1,TMU_CRD
19082306403,drug_era during day -180 through 0 days relative to index: isoleucine,403,1,TMU_CRD
1351541403,drug_era during day -180 through 0 days relative to index: leuprolide,403,1,TMU_CRD
1307863403,drug_era during day -180 through 0 days relative to index: verapamil,403,1,TMU_CRD
906914403,drug_era during day -180 through 0 days relative to index: urea,403,1,TMU_CRD
19003296403,drug_era during day -180 through 0 days relative to index: tolperisone,403,1,TMU_CRD
1762711403,drug_era during day -180 through 0 days relative to index: ribavirin,403,1,TMU_CRD
1036228403,drug_era during day -180 through 0 days relative to index: sucralfate,403,1,TMU_CRD
1353256403,drug_era during day -180 through 0 days relative to index: propafenone,403,1,TMU_CRD
1377023403,drug_era during day -180 through 0 days relative to index: hydroxocobalamin,403,1,TMU_CRD
1321341403,drug_era during day -180 through 0 days relative to index: norepinephrine,403,1,TMU_CRD
1136980403,drug_era during day -180 through 0 days relative to index: ketorolac,403,1,TMU_CRD
725131403,drug_era during day -180 through 0 days relative to index: mirtazapine,403,1,TMU_CRD
922570403,drug_era during day -180 through 0 days relative to index: nystatin,403,1,TMU_CRD
923081403,drug_era during day -180 through 0 days relative to index: ofloxacin,403,1,TMU_CRD
1318137403,drug_era during day -180 through 0 days relative to index: nicardipine,403,1,TMU_CRD
730548403,drug_era during day -180 through 0 days relative to index: bromocriptine,403,1,TMU_CRD
919204403,drug_era during day -180 through 0 days relative to index: amylase,403,1,TMU_CRD
1557272403,drug_era during day -180 through 0 days relative to index: alendronate,403,1,TMU_CRD
1713332403,drug_era during day -180 through 0 days relative to index: amoxicillin,403,1,TMU_CRD
1367500403,drug_era during day -180 through 0 days relative to index: losartan,403,1,TMU_CRD
939259403,drug_era during day -180 through 0 days relative to index: budesonide,403,1,TMU_CRD
19035631403,drug_era during day -180 through 0 days relative to index: calcitriol,403,1,TMU_CRD
1750500403,drug_era during day -180 through 0 days relative to index: clarithromycin,403,1,TMU_CRD
1328165403,drug_era during day -180 through 0 days relative to index: diltiazem,403,1,TMU_CRD
1112807403,drug_era during day -180 through 0 days relative to index: aspirin,403,1,TMU_CRD
1314002403,drug_era during day -180 through 0 days relative to index: atenolol,403,1,TMU_CRD
926487403,drug_era during day -180 through 0 days relative to index: pancreatin,403,1,TMU_CRD
708298403,drug_era during day -180 through 0 days relative to index: midazolam,403,1,TMU_CRD
1517824403,drug_era during day -180 through 0 days relative to index: niacin,403,1,TMU_CRD
19110751403,drug_era during day -180 through 0 days relative to index: melitracen,403,1,TMU_CRD
1000560403,drug_era during day -180 through 0 days relative to index: ondansetron,403,1,TMU_CRD
739323403,drug_era during day -180 through 0 days relative to index: droperidol,403,1,TMU_CRD
1518254403,drug_era during day -180 through 0 days relative to index: dexamethasone,403,1,TMU_CRD
1201620403,drug_era during day -180 through 0 days relative to index: codeine,403,1,TMU_CRD
1344905403,drug_era during day -180 through 0 days relative to index: carboplatin,403,1,TMU_CRD
1797513403,drug_era during day -180 through 0 days relative to index: ciprofloxacin,403,1,TMU_CRD
1800835403,drug_era during day -180 through 0 days relative to index: cloxacillin,403,1,TMU_CRD
19097481403,drug_era during day -180 through 0 days relative to index: cinnarizine,403,1,TMU_CRD
19058572403,drug_era during day -180 through 0 days relative to index: calcium citrate,403,1,TMU_CRD
19010482403,drug_era during day -180 through 0 days relative to index: cyclosporine,403,1,TMU_CRD
1331270403,drug_era during day -180 through 0 days relative to index: dipyridamole,403,1,TMU_CRD
795113403,drug_era during day -180 through 0 days relative to index: chlorzoxazone,403,1,TMU_CRD
1771162403,drug_era during day -180 through 0 days relative to index: cefazolin,403,1,TMU_CRD
740275403,drug_era during day -180 through 0 days relative to index: carbamazepine,403,1,TMU_CRD
1110410403,drug_era during day -180 through 0 days relative to index: morphine,403,1,TMU_CRD
1351115403,drug_era during day -180 through 0 days relative to index: ubidecarenone,403,1,TMU_CRD
19049105403,drug_era during day -180 through 0 days relative to index: potassium chloride,403,1,TMU_CRD
1124957403,drug_era during day -180 through 0 days relative to index: oxycodone,403,1,TMU_CRD
1500211403,drug_era during day -180 through 0 days relative to index: medroxyprogesterone,403,1,TMU_CRD
1724666403,drug_era during day -180 through 0 days relative to index: dicloxacillin,403,1,TMU_CRD
19061088403,drug_era during day -180 through 0 days relative to index: dexmedetomidine,403,1,TMU_CRD
923840403,drug_era during day -180 through 0 days relative to index: dibucaine,403,1,TMU_CRD
715939403,drug_era during day -180 through 0 days relative to index: escitalopram,403,1,TMU_CRD
19022956403,drug_era during day -180 through 0 days relative to index: bezafibrate,403,1,TMU_CRD
19026637403,drug_era during day -180 through 0 days relative to index: dihydroergotoxine,403,1,TMU_CRD
937439403,drug_era during day -180 through 0 days relative to index: bethanechol,403,1,TMU_CRD
1340128403,drug_era during day -180 through 0 days relative to index: captopril,403,1,TMU_CRD
798874403,drug_era during day -180 through 0 days relative to index: clonazepam,403,1,TMU_CRD
19024249403,drug_era during day -180 through 0 days relative to index: clodronic acid,403,1,TMU_CRD
1119510403,drug_era during day -180 through 0 days relative to index: dextromethorphan,403,1,TMU_CRD
917336403,drug_era during day -180 through 0 days relative to index: desoximetasone,403,1,TMU_CRD
992956403,drug_era during day -180 through 0 days relative to index: magnesium hydroxide,403,1,TMU_CRD
986117403,drug_era during day -180 through 0 days relative to index: ketotifen,403,1,TMU_CRD
19030387403,drug_era during day -180 through 0 days relative to index: bromelains,403,1,TMU_CRD
997276403,drug_era during day -180 through 0 days relative to index: cimetidine,403,1,TMU_CRD
950370403,drug_era during day -180 through 0 days relative to index: carteolol,403,1,TMU_CRD
1310317403,drug_era during day -180 through 0 days relative to index: cyclophosphamide,403,1,TMU_CRD
1129625403,drug_era during day -180 through 0 days relative to index: diphenhydramine,403,1,TMU_CRD
19015726403,drug_era during day -180 through 0 days relative to index: cisatracurium,403,1,TMU_CRD
1397599403,drug_era during day -180 through 0 days relative to index: cisplatin,403,1,TMU_CRD
19072255403,drug_era during day -180 through 0 days relative to index: cefmetazole,403,1,TMU_CRD
19030493403,drug_era during day -180 through 0 days relative to index: bromhexine,403,1,TMU_CRD
1305637403,drug_era during day -180 through 0 days relative to index: methylergonovine,403,1,TMU_CRD
19055217403,drug_era during day -180 through 0 days relative to index: carbomer,403,1,TMU_CRD
1152631403,drug_era during day -180 through 0 days relative to index: cromolyn,403,1,TMU_CRD
4305080204,condition_era during day -30 through 0 days relative to index: Abnormal breathing,204,1,TMU_CRD
4303970204,condition_era during day -30 through 0 days relative to index: Endometrial intraepithelial neoplasia,204,1,TMU_CRD
4298809204,condition_era during day -30 through 0 days relative to index: Nephritic syndrome,204,1,TMU_CRD
4322945204,condition_era during day -30 through 0 days relative to index: Spinal cord compression,204,1,TMU_CRD
4300192204,condition_era during day -30 through 0 days relative to index: Fracture of pelvis,204,1,TMU_CRD
4335747204,condition_era during day -30 through 0 days relative to index: Disorder of inner ear,204,1,TMU_CRD
4335891204,condition_era during day -30 through 0 days relative to index: Injury of conjunctiva,204,1,TMU_CRD
4340379204,condition_era during day -30 through 0 days relative to index: Hepatitis B carrier,204,1,TMU_CRD
4077081204,condition_era during day -30 through 0 days relative to index: Superficial mycosis,204,1,TMU_CRD
4102183204,condition_era during day -30 through 0 days relative to index: Borderline glaucoma,204,1,TMU_CRD
4095312204,condition_era during day -30 through 0 days relative to index: Malignant tumor of nasopharynx,204,1,TMU_CRD
4100662204,condition_era during day -30 through 0 days relative to index: Cellulitis of finger,204,1,TMU_CRD
4096347204,condition_era during day -30 through 0 days relative to index: Gouty arthropathy,204,1,TMU_CRD
4108356204,condition_era during day -30 through 0 days relative to index: Cerebral infarction due to embolism of cerebral arteries,204,1,TMU_CRD
4110947204,condition_era during day -30 through 0 days relative to index: Malignant secondary renovascular hypertension,204,1,TMU_CRD
4091490204,condition_era during day -30 through 0 days relative to index: Malignant neoplasm of cerebrum,204,1,TMU_CRD
381295204,condition_era during day -30 through 0 days relative to index: Senile cataract,204,1,TMU_CRD
4198381204,condition_era during day -30 through 0 days relative to index: Ulcer of duodenum,204,1,TMU_CRD
443767204,condition_era during day -30 through 0 days relative to index: Disorder of eye due to diabetes mellitus,204,1,TMU_CRD
42539502204,condition_era during day -30 through 0 days relative to index: Transplanted kidney present,204,1,TMU_CRD
759930204,condition_era during day -30 through 0 days relative to index: Intraductal carcinoma in situ of left breast,204,1,TMU_CRD
759931204,condition_era during day -30 through 0 days relative to index: Intraductal carcinoma in situ of right breast,204,1,TMU_CRD
42537730204,condition_era during day -30 through 0 days relative to index: Coronary artery graft present,204,1,TMU_CRD
762207204,condition_era during day -30 through 0 days relative to index: Adhesive capsulitis of left shoulder,204,1,TMU_CRD
762216204,condition_era during day -30 through 0 days relative to index: Calcific tendinitis of left shoulder,204,1,TMU_CRD
261599204,condition_era during day -30 through 0 days relative to index: Vocal cord paralysis,204,1,TMU_CRD
193782204,condition_era during day -30 through 0 days relative to index: End-stage renal disease,204,1,TMU_CRD
4246581204,condition_era during day -30 through 0 days relative to index: Malposition of eyelashes,204,1,TMU_CRD
434005204,condition_era during day -30 through 0 days relative to index: Morbid obesity,204,1,TMU_CRD
433736204,condition_era during day -30 through 0 days relative to index: Obesity,204,1,TMU_CRD
44806773204,condition_era during day -30 through 0 days relative to index: Secondary malignant neoplasm of liver and intrahepatic bile duct,204,1,TMU_CRD
36715918204,condition_era during day -30 through 0 days relative to index: Internal hemorrhoids grade III,204,1,TMU_CRD
36712983204,condition_era during day -30 through 0 days relative to index: Angina co-occurrent and due to coronary arteriosclerosis,204,1,TMU_CRD
36716712204,condition_era during day -30 through 0 days relative to index: Calculus of gallbladder without cholecystitis or cholangitis,204,1,TMU_CRD
36716624204,condition_era during day -30 through 0 days relative to index: Neoplasm of uncertain behavior of bone and articular cartilage,204,1,TMU_CRD
36715557204,condition_era during day -30 through 0 days relative to index: Pyogenic infection of skin and subcutaneous tissues caused by bacterium,204,1,TMU_CRD
36715746204,condition_era during day -30 through 0 days relative to index: Fracture of second lumbar vertebra,204,1,TMU_CRD
36713107204,condition_era during day -30 through 0 days relative to index: Lumbar spondylolisthesis,204,1,TMU_CRD
4332246204,condition_era during day -30 through 0 days relative to index: Aneurysm,204,1,TMU_CRD
42873169204,condition_era during day -30 through 0 days relative to index: Sprain of shoulder rotator cuff,204,1,TMU_CRD
40483262204,condition_era during day -30 through 0 days relative to index: Arthritis of shoulder region joint,204,1,TMU_CRD
40483287204,condition_era during day -30 through 0 days relative to index: Disorder of kidney and/or ureter,204,1,TMU_CRD
40480082204,condition_era during day -30 through 0 days relative to index: Hemicrania continua,204,1,TMU_CRD
40480160204,condition_era during day -30 through 0 days relative to index: Pathological fracture due to osteoporosis,204,1,TMU_CRD
40482784204,condition_era during day -30 through 0 days relative to index: Malignant neoplasm of skeletal system,204,1,TMU_CRD
40481919204,condition_era during day -30 through 0 days relative to index: Coronary atherosclerosis,204,1,TMU_CRD
40481920204,condition_era during day -30 through 0 days relative to index: Periumbilical pain,204,1,TMU_CRD
40483292204,condition_era during day -30 through 0 days relative to index: Displacement of cervical intervertebral disc,204,1,TMU_CRD
40480261204,condition_era during day -30 through 0 days relative to index: Paronychia of finger,204,1,TMU_CRD
40481132204,condition_era during day -30 through 0 days relative to index: Arteriosclerosis of coronary artery bypass graft of transplanted heart,204,1,TMU_CRD
40481141204,condition_era during day -30 through 0 days relative to index: Anatomical narrow angle glaucoma with borderline intraocular pressure,204,1,TMU_CRD
43530727204,condition_era during day -30 through 0 days relative to index: Spontaneous cerebral hemorrhage,204,1,TMU_CRD
43530666204,condition_era during day -30 through 0 days relative to index: Dementia with behavioral disturbance,204,1,TMU_CRD
43530674204,condition_era during day -30 through 0 days relative to index: Spontaneous cerebellar hemorrhage,204,1,TMU_CRD
43530605204,condition_era during day -30 through 0 days relative to index: Pulmonary embolism with pulmonary infarction,204,1,TMU_CRD
43530714204,condition_era during day -30 through 0 days relative to index: Sensory disorder of smell and/or taste,204,1,TMU_CRD
43530807204,condition_era during day -30 through 0 days relative to index: Allergic disposition,204,1,TMU_CRD
43531578204,condition_era during day -30 through 0 days relative to index: Chronic kidney disease due to type 2 diabetes mellitus,204,1,TMU_CRD
43531604204,condition_era during day -30 through 0 days relative to index: Subacute dyskinesia due to drug,204,1,TMU_CRD
43531561204,condition_era during day -30 through 0 days relative to index: Myasthenia gravis without exacerbation,204,1,TMU_CRD
40482260204,condition_era during day -30 through 0 days relative to index: Sleep dysfunction with arousal disturbance,204,1,TMU_CRD
40482301204,condition_era during day -30 through 0 days relative to index: Residual cognitive deficit as late effect of cerebrovascular accident,204,1,TMU_CRD
40480002204,condition_era during day -30 through 0 days relative to index: Aphasia as late effect of cerebrovascular disease,204,1,TMU_CRD
40483613204,condition_era during day -30 through 0 days relative to index: Inflammatory disease of female genital structure,204,1,TMU_CRD
40484522204,condition_era during day -30 through 0 days relative to index: Hemiplegia of dominant side as late effect of cerebrovascular disease,204,1,TMU_CRD
40484532204,condition_era during day -30 through 0 days relative to index: Nonalcoholic steatohepatitis,204,1,TMU_CRD
40480515204,condition_era during day -30 through 0 days relative to index: Infected seroma after surgical procedure,204,1,TMU_CRD
40481325204,condition_era during day -30 through 0 days relative to index: Strain of muscle and/or tendon of lower leg,204,1,TMU_CRD
40481861204,condition_era during day -30 through 0 days relative to index: Band neutrophil count above reference range,204,1,TMU_CRD
37018854204,condition_era during day -30 through 0 days relative to index: Hematuria co-occurrent and due to acute cystitis,204,1,TMU_CRD
37016349204,condition_era during day -30 through 0 days relative to index: Hyperglycemia due to type 2 diabetes mellitus,204,1,TMU_CRD
37018294204,condition_era during day -30 through 0 days relative to index: Residual osteitis,204,1,TMU_CRD
4079749204,condition_era during day -30 through 0 days relative to index: Osteoarthritis of hip,204,1,TMU_CRD
4079750204,condition_era during day -30 through 0 days relative to index: Osteoarthritis of knee,204,1,TMU_CRD
4081173204,condition_era during day -30 through 0 days relative to index: Spinal nerve root finding,204,1,TMU_CRD
4085586204,"condition_era during day -30 through 0 days relative to index: Thrombus due to any device, implant AND/OR graft",204,1,TMU_CRD
4081648204,condition_era during day -30 through 0 days relative to index: Acute vaginitis,204,1,TMU_CRD
4084229204,condition_era during day -30 through 0 days relative to index: Primary gout,204,1,TMU_CRD
4084964204,condition_era during day -30 through 0 days relative to index: Tinea imbricata,204,1,TMU_CRD
4084966204,condition_era during day -30 through 0 days relative to index: Candida infection of genital region,204,1,TMU_CRD
4098611204,condition_era during day -30 through 0 days relative to index: Hyperuricemia without signs of inflammatory arthritis and tophaceous disease,204,1,TMU_CRD
